"","PLOT","ENTRYNO","GID","ENTRY","DESIGNATION","PARENTS","SOURCE","REP","ROW","COLUMN","SEEDING_DATE","FLW","MATURITY","PLTHGT","TILLER","MC","Plotyield.H","MISSHILL","Plotyield.C","Plotyield.Adj","LODGING","Ldg.Sticks","GLH","BPH","BLAST","BB1","BB2","HARVESTDATE","REMARKS","Plotyield.Adj_resid_fixed"
"102",132,"A1052",2450841,"IR09A234","IR 83684-45-3-2-3","IR02A149/IRRI 123//IR01A163","A3473",1,"7","1",20130608,88,118,130,17,10,3108,NA,2901,3253,NA,NA,5,7,0,"1"," 1/7","10-Oct","exposed panicle",-9.09494701772928e-13
"103",141,"A1053",2451117,"IR09A235","IR 83730-19-3-1-3","IR 77429-38-69-B-6-1-1/NSIC RC 138//IR 55423-01 (NSIC RC 9)","A3474",1,"6","9",20130608,88,118,128,22,10.3,2841,NA,3163,2963,NA,NA,5,5,0,"1","1","10-Oct","exposed panicle;droopy",4.54747350886464e-13
"104",582,"F1330",2707514,"IR09F169","IR 85086-SUB 33-3-2-1","IRRI 119/IR02A464","F3662",1,"3","46",20130608,104,134,134,12,13.1,2201,NA,NA,2224,"5",NA,5,3,1,"1","5","25-Oct","very late",9.09494701772928e-13
"105",450,"F1581",2853229,"IR09F437","IR 94602-273-98","PSB RC 18 (IR 51672-62-2-1-1-2-3)2/IRRI 149","F3695",1,"7","46",20130608,100,130,126,14,10.3,2222,NA,2191,2318,NA,NA,7,7,0,"1","7","17-Oct",NA,-151.5
"106",478,"F1581",2853229,"IR09F437","IR 94602-273-98","PSB RC 18 (IR 51672-62-2-1-1-2-3)2/IRRI 149","F3695",2,"6","49",20130608,100,130,125,16,9.4,2488,NA,2338,2621,NA,NA,NA,NA,NA,"1","5","17-Oct",NA,151.5
"107",309,"B1054",2472283,"IR09N126","IR 83842-50-1-3-3","IR01N111/IRRI 164","B3333",1,"1","22",20130608,83,113,136,18,11.9,2840,NA,2599,2909,"5","S",3,5,1,"1","5","05-Oct","shb",4.54747350886464e-13
"108",203,"B1055",2472288,"IR09N127","IR 83840-90-3-2-1","IR01N107/IR01N203","B3334",1,"4","5",20130608,84,114,126,19,11,2379,NA,2639,2462,"9",NA,3,5,1,"1","7","27-Sep","droopy",-4.54747350886464e-13
"109",419,"B1331",2472354,"IR09N142","IR 83835-59-1-1-1","IR 73012-15-2-2-1/IR01N144","B3571",1,"8","56",20130608,92,122,126,23,11.2,1977,NA,3194,2041,"9","S",3,1,3,"1","5","17-Oct","shb",2.04636307898909e-12
"110",604,"B1332",2472584,"IR09N190","IR 83650-59-2-5-2-2","DONGANBYEO/PSBRC 82//AREUMBYEO","B3572",1,"2","43",20130608,90,120,122,15,13.6,3365,NA,NA,3381,NA,NA,3,1,3,"1","1","17-Oct",NA,0
"111",133,"B1056",2465420,"IR09N199","IR 84022-533-3-3-3","JANAKI/IR02N463//IRRI 123","B3335",1,"6","1",20130608,85,115,134,16,9.5,3244,NA,2703,3414,"7",NA,3,1,4,"7","7","10-Oct","bb, erect",4.54747350886464e-13
"112",442,"B1546",2472780,"IR09N212","IR 83354-63-3-1-2-1","ODAEBYEO/IRRI 123","B3573",1,"7","54",20130608,93,123,149,21,10.7,2988,NA,2095,3103,"9","S",7,7,3,"1","1","17-Oct",NA,59.0000000000005
"113",617,"B1546",2472780,"IR09N212","IR 83354-63-3-1-2-1","ODAEBYEO/IRRI 123","B3573",2,"2","56",20130608,94,124,147,14,11.6,2904,1,2927,2985,"7","S",NA,NA,NA,"1","1","17-Oct",NA,-58.9999999999995
"114",583,"B1333",2524833,"IR09N246","IR 83822-8-2-2-2","IR 68058-71-2-1/IR 71700-247-1-1-2","B3574",1,"3","45",20130608,95,125,123,11,12.3,1666,NA,NA,1699,"5",NA,5,1,3,"1","1","24-Oct",NA,1.13686837721616e-12
"115",605,"B1334",2524860,"IR09N251","IR 84055-97-2-2-2","IRRI 143/IR04N114//IR BB 60-1","B3575",1,"2","44",20130608,89,119,118,16,10.3,3194,5,3327,3331,NA,NA,3,3,3,"1","3","14-Oct",NA,1.36424205265939e-12
"116",544,"B1335",2525009,"IR09N259","IR 83838-29-2-2-3","IR00A117/IR 73707-45-3-2-3","B3576",1,"4","49",20130608,94,124,126,17,10.8,2157,NA,3190,2237,"5",NA,3,3,4,"1","7","14-Oct","shb",4.54747350886464e-13
"117",406,"B1336",2525013,"IR09N260","IR 83838-16-2-1-2","IR00A117/IR 73707-45-3-2-3","B3577",1,"8","43",20130608,93,123,119,17,9.9,2590,NA,1942,2713,NA,NA,3,5,4,"1","7","14-Oct",NA,0
"118",579,"B1337",2525022,"IR09N262","IR 83838-8-2-2-2","IR00A117/IR 73707-45-3-2-3","B3578",1,"3","49",20130608,94,124,113,15,9.5,2545,NA,NA,2678,NA,NA,3,9,4,"1","5","14-Oct",NA,4.54747350886464e-13
"119",470,"B1338",2525093,"IR09N274","IR 83673-105-2-3-2-3","IR 72860-74-1-2-1/IR 72158-11-5-2-3//PSB RC 18 (IR 51672-62-2-1-1-2-3)","B3579",1,"6","41",20130608,97,127,116,17,10.1,2485,NA,2699,2598,NA,NA,3,7,1,"1","7","17-Oct","shb",4.54747350886464e-13
"120",177,"B1057",2471800,"IR09N389","IR 84067-4-2-3-3","IR 71606-1-1-4-2-3-1-2 (NSIC 110/NSIC RC 158//IR 64","B3337",1,"5","22",20130608,82,112,116,15,9.3,2806,NA,2985,2959,"9",NA,7,3,6,"1","7","03-Oct","ok",0
"121",358,"B1339",2471953,"IR09N465","IR 84038-93-2-2-3","IR 68544-29-2-1-3-1-2/NSIC RC 158//IR 72890-81-3-2-2","B3580",1,"10","61",20130608,90,120,130,23,9.8,2548,NA,2687,2672,"7","S",3,7,1,"1","1","17-Oct",NA,0
"122",616,"B1340",2472005,"IR09N473","IR 84022-54-2-2-2","JANAKI/IR02N463//IRRI 123","B3581",1,"2","55",20130608,96,126,119,16,10.5,3031,1,3055,3154,NA,NA,5,5,3,"1","1","17-Oct",NA,4.54747350886464e-13
"123",611,"B1341",2472008,"IR09N474","IR 84022-40-3-3-2","JANAKI/IR02N463//IRRI 123","B3582",1,"2","50",20130608,90,120,124,18,10.3,2442,NA,NA,2547,"7","S",3,1,4,"1","5","14-Oct","shb",4.54747350886464e-13
"124",151,"B1058",2433233,"IR09N495","IR 82802-33-1-3-2-2","IR01N200/IR01N148//IRRI 123","B3583",1,"6","19",20130608,89,119,124,19,10.5,2676,NA,2807,2785,NA,NA,3,1,4,"1","1","10-Oct",NA,4.54747350886464e-13
"125",25,"B1059",2451090,"IR09N499","IR 83306-27-2-3-3","IR 66/NSIC RC 158","B3338",1,"10","25",20130608,86,116,110,19,10.3,2284,NA,2512,2382,"7","S",5,5,1,"1","5","10-Oct","lax panicle,shb",9.09494701772928e-13
"126",269,"B1060",2451087,"IR09N500","IR 83306-32-3-1-3","IR 66/NSIC RC 158","B3339",1,"2","5",20130608,87,117,120,18,10.5,2727,NA,2574,2838,"9","S",5,9,1,"1","3/5","10-Oct",NA,4.54747350886464e-13
"127",112,"B1061",2451079,"IR09N503","IR 83306-64-2-3-2","IR 66/NSIC RC 158","B3340",1,"7","21",20130608,85,115,116,19,9.7,2861,NA,3244,3004,NA,NA,5,5,1,"1","5","09-Oct","shb",0
"128",182,"B1062",2451064,"IR09N505","IR 83306-120-1-1-2","IR 66/NSIC RC 158","B3584",1,"5","17",20130608,91,121,105,21,11.4,2807,NA,2410,2892,NA,NA,5,5,0,"1","7","10-Oct","erect, short",4.54747350886464e-13
"129",9,"B1063",2432778,"IR09N506","IR 83317-10-3-2-1","IR 69428-6-1-1-3-3/IR 64","B3341",1,"10","9",20130608,88,118,96,34,10.5,2595,NA,2595,2701,NA,NA,3,7,0,"1","5","09-Oct","shb,",0
"130",462,"B1342",2432761,"IR09N507","IR 83317-54-1-2-3","IR 69428-6-1-1-3-3/IR 64","B3585",1,"7","34",20130608,91,121,116,20,10.4,3291,NA,1924,3429,NA,NA,3,1,3,"1","7","09-Oct","ok",0
"131",329,"B1064",2451001,"IR09N516","IR 83343-44-3-3-2","IRRI 143/NSIC RC 158","B3342",1,"1","2",20130608,82,112,123,22,9.8,2802,NA,2329,2939,"7",NA,5,5,0,"1","7","04-Oct","shb",0
"132",117,"B1065",2450968,"IR09N520","IR 83353-48-2-2-2","IR 71606-1-1-4-2-3-1-2 (NSIC 110/NSIC RC 158","B3586",1,"7","16",20130608,87,117,126,17,11.4,2850,NA,2530,2936,"3",NA,3,5,1,"7","5","09-Oct","shb",0
"133",223,"B1066",2432629,"IR09N522","IR 83650-92-1-3-3","DONGANBYEO/PSBRC 82//AREUMBYEO","B3587",1,"4","25",20130608,92,122,119,12,11.5,2897,NA,2771,2981,"3",NA,3,1,3,"1"," 1/5","10-Oct","shb",4.54747350886464e-13
"134",359,"B1343",2450950,"IR09N523","IR 83673-22-3-1-2","IR 72860-74-1-2-1/IR 72158-11-5-2-3//PSB RC 18 (IR 51672-62-2-1-1-2-3)","B3588",1,"10","62",20130608,90,120,131,22,10.9,2482,NA,2461,2571,"7","S",3,1,3,"1","05-Mar","14-Oct","shb",4.54747350886464e-13
"135",306,"B1067",2450883,"IR09N526","IR 83680-114-3-3-3","IR 73718-23-2-1-3/IR01N200//PSB RC 18 (IR 51672-62-2-1-1-2-3)","B3589",1,"1","25",20130608,93,123,118,20,10.3,3092,NA,2556,3225,NA,NA,3,1,1,"1","7","10-Oct","shb",4.54747350886464e-13
"136",385,"B1344",2450867,"IR09N529","IR 83682-86-1-3-1","IR 74286-107-2-3/IR 72969-143-5-3-6-2//PSB RC 18 (IR 51672-62-2-1-1-2-3)","B3590",1,"9","45",20130608,98,128,129,13,11.4,1952,NA,2081,2011,"5","S",3,1,4,"1","5","20-Oct",NA,0
"137",138,"B1068",2433014,"IR09N531","IR 83704-18-3-2-2","IR04N114/IR 73459-120-2-2-3//KHAO KHAE","B3343",1,"6","6",20130608,80,110,116,16,13,2530,NA,2675,2559,"9",NA,5,1,5,"1","7",NA,NA,9.09494701772928e-13
"138",104,"B1069",2433011,"IR09N532","IR 83704-28-3-3-2","IR04N114/IR 73459-120-2-2-3//KHAO KHAE","B3344",1,"7","29",20130608,79,109,119,15,9.7,2984,NA,2863,3133,"7",NA,3,5,3,"1","7","30-Sep",NA,0
"139",51,"B1070",2432999,"IR09N533","IR 83704-78-2-3-2","IR04N114/IR 73459-120-2-2-3//KHAO KHAE","B3345",1,"9","16",20130608,85,115,127,18,10.7,2663,8,1802,2765,"7","S",5,3,3,"1","7","09-Oct","shb",4.54747350886464e-13
"140",74,"B1071",2432993,"IR09N535","IR 83704-121-2-2-2","IR04N114/IR 73459-120-2-2-3//KHAO KHAE","B3346",1,"8","8",20130608,79,109,107,17,9.4,2208,NA,2919,2326,"9","S",5,9,4,"1","1","30-Sep",NA,9.09494701772928e-13
"141",171,"B1072",2432990,"IR09N536","IR 83704-123-2-1-2","IR04N114/IR 73459-120-2-2-3//KHAO KHAE","B3347",1,"5","28",20130608,79,109,114,17,10,2970,4,2779,3108,"7",NA,5,7,3,"1","5","03-Oct","few off types",0
"142",318,"B1073",2432916,"IR09N537","IR 83722-99-3-6-1","IR04N114/IR 72102-4-159-1-3-3-3 (NSIC RC 112)//Mae khaw","B3348",1,"1","13",20130608,86,116,147,13,10.7,2873,NA,2398,2983,NA,NA,7,7,0,"1","7","30-Sep","tall, short pan, aborted tips",4.54747350886464e-13
"143",143,"B1074",2451135,"IR09N538","IR 83724-6-2-2-3","IR 55423-01 (NSIC RC 9)/PR 30138-35-2//IR04N114","B3349",1,"6","11",20130608,83,113,125,16,10,2385,NA,3251,2496,"5",NA,5,5,3,"1","5","07-Oct",NA,0
"144",421,"B1345",2450817,"IR09N542","IR 83824-20-3-3","IR 69726-116-1-3 (MATATAG 1)/IR 72967-170-1-2-3-2","B3591",1,"8","58",20130608,86,116,125,20,10.7,2988,7,2981,3103,"9","S",3,1,3,"1","05-Mar","10-Oct",NA,0
"145",485,"B1346",2432692,"IR09N543","IR 83330-84-1-2-3","IR 73707-45-3-2-3/NSIC RC 158","B3592",1,"6","56",20130608,89,119,123,20,11.7,2285,NA,3010,2346,"7","S",3,3,3,"1","5","10-Oct",NA,4.54747350886464e-13
"146",7,"A1075",2697172,"IR10A110","IR 85640-20-2-2-1","IR05A229/IR 64","A3238",1,"10","7",20130608,83,113,113,31,11.1,2851,NA,2851,2947,NA,NA,5,5,3,"1"," 1/5","30-Sep",NA,4.54747350886464e-13
"147",98,"A1076",2697159,"IR10A114","IR 85640-65-2-1-2","IR05A229/IR 64","A3239",1,"8","32",20130608,80,110,116,15,10.9,2554,NA,2578,2646,NA,NA,3,3,0,"1","5","07-Oct","very long flags,shb",4.54747350886464e-13
"148",340,"A1347",2697149,"IR10A117","IR 85640-114-2-1-3","IR05A229/IR 64","A3240",1,"10","43",20130608,96,126,115,14,10.1,2277,NA,2771,2380,"5",NA,3,5,0,"1","5","17-Oct",NA,4.54747350886464e-13
"149",343,"A1348",2754532,"IR10A121","IR 84736-7-3-3-2-3","IR 72906-32-1-3-3/IR 72890-81-3-2","A3475",1,"10","46",20130608,87,117,124,18,11.5,2525,NA,2722,2598,"9","S",3,5,0,"1","1","10-Oct","shb",4.54747350886464e-13
"150",149,"A1077",2754563,"IR10A127","IR 84788-40-3-3-1-1","PR 31070-4-1-2-PJ 26/PSB RC 64 (IR 59552-21-3-2-2)","A3241",1,"6","17",20130608,83,113,122,19,9.7,2503,NA,2844,2628,"9",NA,3,3,0,"1","7","30-Sep",NA,-92.5
"151",222,"A1077",2754563,"IR10A127","IR 84788-40-3-3-1-1","PR 31070-4-1-2-PJ 26/PSB RC 64 (IR 59552-21-3-2-2)","A3241",2,"4","24",20130608,83,113,120,17,10.5,2703,NA,2658,2813,"7",NA,NA,NA,NA,"1","7","03-Oct","spreading type",92.5
"152",272,"A1078",2697240,"IR10A133","IR 85634-10-3-1-2","IR04A285/JANAKI","A3476",1,"2","8",20130608,90,120,126,19,10.2,2197,NA,3001,2294,"9","S",5,5,4,"1","7","14-Oct","shb",0
"153",28,"A1079",2697238,"IR10A134","IR 85634-15-3-3-1","IR04A285/JANAKI","A3477",1,"10","28",20130608,89,119,118,20,11.6,2802,NA,2674,2880,"7",NA,5,5,4,"1","7","10-Oct",NA,49.5
"154",281,"A1079",2697238,"IR10A134","IR 85634-15-3-3-1","IR04A285/JANAKI","A3477",2,"2","17",20130608,91,121,125,22,10.3,2666,3,2680,2781,NA,NA,NA,NA,NA,"1","5","14-Oct",NA,-49.5
"155",437,"A1349",2697231,"IR10A135","IR 85634-34-3-2-2","IR04A285/JANAKI","A3478",1,"7","59",20130608,91,121,140,17,9.6,2303,NA,2642,2421,"9","S",5,7,3,"1","7","14-Oct","shb",4.54747350886464e-13
"156",204,"A1080",2696679,"IR10A136","IR 85636-3-3-3-2","IR04A285/IRRI 123","A3242",1,"4","6",20130608,83,113,117,15,9.5,3466,NA,2528,3647,NA,NA,5,1,6,"1","1","04-Oct",NA,0
"157",166,"A1081",2697196,"IR10A142","IR 85639-81-2-3-1","IR05A221/IR 64680-81-2-2-1-3","A3243",1,"5","33",20130608,88,118,123,18,10,3163,NA,2487,3310,NA,NA,5,7,1,"1","7","07-Oct","very long flags,",4.54747350886464e-13
"158",353,"A1350",2697186,"IR10A143","IR 85639-94-2-3-2","IR05A221/IR 64680-81-2-2-1-3","A3479",1,"10","56",20130608,90,120,127,19,9.9,2016,NA,1225,2112,"9","S",3,9,0,"1","5","14-Oct","shb",1.36424205265939e-12
"159",257,"A1082",2758426,"IR10A152","IR 85244-12-2-2-3-3","IRRI 126/IRRI 164//IR05F102/IR 66946-3R-178-1-1","A3480",1,"3","8",20130608,89,119,138,16,9,2708,NA,2527,2865,"9","S",7,5,4,"1","7","14-Oct",NA,-252.999999999999
"160",296,"A1082",2758426,"IR10A152","IR 85244-12-2-2-3-3","IRRI 126/IRRI 164//IR05F102/IR 66946-3R-178-1-1","A3480",2,"2","32",20130608,88,118,123,25,8.9,3182,NA,1932,3371,NA,NA,NA,NA,NA,"1","7","09-Oct",NA,253.000000000001
"161",357,"A1351",2754861,"IR10A155","IR 85613-53-2-1-2","IR02W101/PSB RC 18 (IR 51672-62-2-1-1-2-3)","A3481",1,"10","60",20130608,92,122,130,20,10.5,2425,NA,2146,2524,"7",NA,3,3,1,"1","5","17-Oct",NA,4.54747350886464e-13
"162",634,"A1352",2857106,"IR10A159","IR 85613-12-6-1-2-2","IR02W101/PSB RC 18 (IR 51672-62-2-1-1-2-3)","A3482",1,"1","60",20130608,88,118,138,17,11.8,2215,NA,NA,2272,NA,NA,3,3,4,"1","1","25-Oct",NA,9.09494701772928e-13
"163",339,"A1353",2830309,"IR10A196","IR 85636-52-3-3-1-2","IR04A285/IRRI 123","A3483",1,"10","42",20130608,90,120,136,16,11.3,2812,NA,2043,2900,"7",NA,3,1,1,"1","1","17-Oct",NA,4.54747350886464e-13
"164",513,"A1547",2858710,"IR10A227","IR 85819-50-3-2-1-3","IR01A154/IR 72870-19-2-2-3//IRRI 123","A3484",1,"5","49",20130608,91,121,129,17,10.5,2803,NA,2473,2917,"5",NA,5,9,1,"1","1","14-Oct",NA,342.5
"165",600,"A1547",2858710,"IR10A227","IR 85819-50-3-2-1-3","IR01A154/IR 72870-19-2-2-3//IRRI 123","A3484",2,"2","39",20130608,92,122,125,16,10.9,2154,NA,NA,2232,"7",NA,NA,NA,NA,"1","3","07-Oct",NA,-342.5
"166",411,"A1548",2858722,"IR10A231","IR 85827-18-2-1-2-3","IRRI 143/IR 73718-23-2-1-3//IR00A110","A3485",1,"8","48",20130608,87,117,133,13,11.5,2925,NA,3313,3010,"3",NA,3,7,2,"1","5","10-Oct","shb",-92.9999999999995
"167",451,"A1548",2858722,"IR10A231","IR 85827-18-2-1-2-3","IRRI 143/IR 73718-23-2-1-3//IR00A110","A3485",2,"7","45",20130608,89,119,127,18,11.1,3092,NA,3311,3196,"5","S",NA,NA,NA,"1","5","09-Oct",NA,93.0000000000005
"168",122,"A1083",2858743,"IR10A234","IR 85828-89-3-2-3-3","IR04A115/IR 72875-94-3-3-2//IR 71606-1-1-4-2-3-1-2 (NSIC 110","A3486",1,"7","11",20130608,88,118,126,20,9.9,2295,NA,3034,2404,"3",NA,3,7,1,"1","1","03-Oct",NA,0
"169",36,"A1084",2830669,"IR10A239","IR 85836-40-3-3-1-2","NSIC RC 138/IR 64//IRRI 123","A3487",1,"9","31",20130608,86,116,119,19,10.7,2826,NA,2353,2934,"7","S",5,3,4,"1","7","09-Oct","shb",0
"170",184,"A1085",2830672,"IR10A240","IR 85836-50-2-3-1-2","NSIC RC 138/IR 64//IRRI 123","A3244",1,"5","15",20130608,87,117,123,16,9.9,2728,NA,2682,2858,"7","S",3,1,5,"1","1","09-Oct",NA,0
"171",8,"A1086",2858797,"IR10A267","IR 86192-137-2-2-3","IR02A483/IR BB 60-1","A3488",1,"10","8",20130608,87,117,120,33,10.3,3002,NA,3002,3131,"3",NA,3,3,1,"1","3","10-Oct",NA,0
"172",315,"A1087",2859118,"IR10A314","IR 87061-49-1-1-3","IR01W106/PSB RC 18 (IR 51672-62-2-1-1-2-3)//NSIC RC 158","A3245",1,"1","16",20130608,89,119,127,22,9,2738,NA,2315,2897,"5","S",3,5,0,"1","3/5","14-Oct",NA,0
"173",34,"A1088",2859127,"IR10A317","IR 87061-92-3-3-3","IR01W106/PSB RC 18 (IR 51672-62-2-1-1-2-3)//NSIC RC 158","A3246",1,"9","33",20130608,90,120,117,17,10.5,1859,NA,2826,1935,"5","S",5,9,4,"1","3","09-Oct",NA,1.81898940354586e-12
"174",535,"F1354",3128666,"IR10F365","IR 87439-BTN-145-2-1","IR 70215-4-CPA 3-1-3-1/NSIC RC 158","F3664",1,"4","40",20130608,90,120,132,16,10.3,2798,NA,2790,2918,"7",NA,5,1,1,"1","7","14-Oct",NA,0
"175",372,"F1549",3088465,"IR10F559","IR 88228-33-3-5-2","IR 80410-B-197-4/IRRI 149//NSIC RC 158","F3665",1,"9","58",20130608,96,126,143,16,11.2,2398,NA,2016,2476,"9","S",5,5,3,"1","5","20-Oct","shb",34.4999999999995
"176",560,"F1549",3088465,"IR10F559","IR 88228-33-3-5-2","IR 80410-B-197-4/IRRI 149//NSIC RC 158","F3665",2,"4","65",20130608,100,130,151,14,10.5,2313,NA,3235,2407,"7","S",NA,NA,NA,"1","3","20-Oct","False smut, shb",-34.5000000000005
"177",602,"F1355",3088385,"IR10F577","IR 88234-STG 11-1-1-1","IRRI 149/IR06F148//NSIC RC 158","F3666",1,"2","41",20130608,87,117,122,16,9.9,2871,NA,NA,3008,NA,NA,3,1,1,"1","7","11-Oct","leaf problem",0
"178",376,"M1356",2697669,"IR10M115","IR 84724-87-1-2-2-2","IR 69428-6-1-1-3-3/IR 75862-221-2-1-2-B-B-B","M3683",1,"9","54",20130608,86,116,152,17,10.8,1137,NA,2599,1179,"9","S",5,1,0,"7","5","10-Oct","BB, bs, shB",4.09272615797818e-12
"179",168,"M1089",2697651,"IR10M120","IR 84726-3-3-3-2-2","IR 70114-5-3-3-3/IR 73691-14-1","M3433",1,"5","31",20130608,89,119,100,19,9.8,2299,4,2306,2411,NA,NA,5,7,3,"1","1","07-Oct","short  ",0
"180",118,"M1090",2697649,"IR10M121","IR 84726-65-3-2-3-1","IR 70114-5-3-3-3/IR 73691-14-1","M3434",1,"7","15",20130608,86,116,103,22,10,2578,NA,2921,2698,NA,NA,5,5,2,"1","7","03-Oct","shb",4.54747350886464e-13
"181",187,"M1091",2697646,"IR10M122","IR 84726-78-2-2-2-1","IR 70114-5-3-3-3/IR 73691-14-1","M3435",1,"5","12",20130608,86,116,102,22,11.2,2367,NA,2897,2444,NA,NA,5,3,1,"1","7","07-Oct","SHB, short",0
"182",167,"M1092",2697641,"IR10M123","IR 84726-87-2-1-3-3","IR 70114-5-3-3-3/IR 73691-14-1","M3436",1,"5","32",20130608,86,116,101,19,10.9,2929,NA,2994,3035,NA,NA,5,3,1,"1","7","04-Oct","short erect flags",-4.54747350886464e-13
"183",332,"M1357",2697531,"IR10M126","IR 84750-164-3-2-1-2","IR 75862-206-2-8-3-B-B-B/IRRI 123","M3684",1,"10","35",20130608,92,122,124,13,10.1,2680,NA,2231,2802,NA,NA,3,1,0,"1","1","09-Oct",NA,0
"184",567,"M1358",2696924,"IR10M144","IR 85656-2-3-1-3","IR05M119/IR 65450-173-2-1-3-3","M3685",1,"3","61",20130608,88,118,134,14,10.8,2394,NA,3348,2483,"7","S",3,1,4,"1","1","17-Oct",NA,0
"185",587,"M1359",2696901,"IR10M147","IR 85656-73-3-1-2","IR05M119/IR 65450-173-2-1-3-3","M3686",1,"3","41",20130608,89,119,124,23,10.5,2547,NA,NA,2651,"7",NA,3,1,4," 1/7","3","10-Oct","shb",4.54747350886464e-13
"186",273,"M1093",2432627,"IR10M239","IR 83663-20-3-2-2","IR 65192-4B-11-3/IR 64//AREUMBYEO","M3688",1,"2","9",20130608,88,118,133,18,12,2333,NA,2520,2387,"9","S",5,5,3,"1"," 1/7","17-Oct",NA,4.54747350886464e-13
"187",458,"M1360",2830601,"IR10M278","IR 85825-67-3-1-3-3","IR 75862-221-2-1-2-B-B-B/IR 64//IRRI 123","M3689",1,"7","38",20130608,88,118,131,15,11.5,2768,NA,2448,2848,"7","S",5,1,0,"1","3","09-Oct","shb",4.54747350886464e-13
"188",396,"M1361",2830276,"IR10M292","IR 85849-33-1-2-1-2","IR 69428-6-1-1-3-3/2IR 36","M3437",1,"9","34",20130608,85,115,123,18,9.4,2043,NA,2283,2152,"5",NA,5,5,4," 1/3","5","07-Oct","bb, shb",-4.54747350886464e-13
"189",558,"B1362",2433641,"IR10N101","IR 82493-71-1-2-2-2","IR00A115/IR01N144","B3593",1,"4","63",20130608,90,120,133,17,10.4,1861,NA,2296,1939,"7",NA,3,7,5,"1","5","14-Oct","few off types; long pan",9.09494701772928e-13
"190",468,"B1363",2432913,"IR10N105","IR 83722-105-2-2-1","IR04N114/IR 72102-4-159-1-3-3-3 (NSIC RC 112)//Mae khaw","B3350",1,"6","39",20130608,83,113,144,17,10,2950,NA,2490,3087,"5","S",9,7,0,"1","05-Mar","03-Oct","early, nb, rainfed-type",0
"191",635,"B1364",2754601,"IR10N108","IR 84029-B2-49-3-2-3-3","IR 65620-192-3-3-3-2/IR02N463//IR 72875-94-3-3-2","B3594",1,"1","59",20130608,99,129,135,18,12.4,2538,NA,NA,2585,"3",NA,3,7,0,"1","7","20-Oct",NA,9.09494701772928e-13
"192",465,"B1365",2754452,"IR10N118","IR 83822-31-3-1-2-2-1","IR 68058-71-2-1/IR 71700-247-1-1-2","B3595",1,"6","36",20130608,95,125,130,15,11.6,2754,NA,2875,2831,"5",NA,3,5,3,"1","5","20-Oct",NA,0
"193",388,"B1366",2757262,"IR10N122","IR 83838-118-1-3-2-3-1","IR00A117/IR 73707-45-3-2-3","B3596",1,"9","42",20130608,90,120,139,14,11.5,2252,1,2365,2317,"7","S",3,9,5,"1","5","14-Oct","shb",-4.54747350886464e-13
"194",212,"B1094",2754474,"IR10N130","IR 84030-46-2-1-2-2-2","IR 65620-192-3-3-3-2/NSIC RC 158//IR 72890-81-3-2-2","B3351",1,"4","14",20130608,83,113,121,16,9.9,2158,NA,2492,2261,"7",NA,5,5,1,"1","1","03-Oct","shb,spreading type",4.54747350886464e-13
"195",307,"B1095",2697451,"IR10N134","IR 84057-B2-93-1-2-3-1","IRRI 143/NSIC RC 158//IR 60","B3352",1,"1","24",20130608,88,118,131,21,10,3104,NA,2486,3248,"3",NA,3,3,3,"1","1","14-Oct","shb",4.54747350886464e-13
"196",603,"B1367",2754527,"IR10N136","IR 84727-91-2-3-3-1","IR 71606-1-1-4-2-3-1-2 (NSIC 110/IR 73459-120-2-2-3","B3597",1,"2","42",20130608,93,123,123,15,11.2,2560,NA,NA,2643,NA,NA,3,9,0,"1","5","11-Oct",NA,4.54747350886464e-13
"197",416,"B1368",2697638,"IR10N137","IR 84729-6-1-1-1-3","IR 71700-247-1-1-2/IRRI 137","B3598",1,"8","53",20130608,87,117,125,16,11.4,2461,NA,3286,2535,NA,NA,3,7,3,"1","5","10-Oct","X,blast, neck blast, shB",4.54747350886464e-13
"198",534,"B1369",2697576,"IR10N148","IR 84741-5-2-3-2-2","IR 73012-137-2-2-2/IR01N107","B3599",1,"4","39",20130608,88,118,143,15,10.4,2875,NA,2442,2995,"7","S",5,5,0,"1","5","14-Oct","shb",-4.54747350886464e-13
"199",361,"B1370",2697495,"IR10N160","IR 84757-58-1-1-3-2","IR04A115/IR01N203","B3600",1,"10","64",20130608,90,120,126,17,12.6,2486,NA,1689,2526,NA,NA,3,5,3,"1","5","17-Oct",NA,0
"200",146,"B1096",2697485,"IR10N161","IR 84757-89-3-3-1-3","IR04A115/IR01N203","B3353",1,"6","14",20130608,81,111,120,13,10.1,2664,NA,2957,2785,"9",NA,3,7,0,"1","7","04-Oct",NA,4.54747350886464e-13
"201",195,"B1097",2754625,"IR10N186","IR 85133-97-3-1-3-3","IR 63896-60-3-1-2/IR 71676-106-10-3//IRRI 123","B3601",1,"5","4",20130608,89,119,122,17,11.6,2514,10,3143,2584,"3",NA,3,7,0,"1","7","10-Oct","not so good",4.54747350886464e-13
"202",38,"B1098",2754672,"IR10N202","IR 85144-54-1-2-3-2","IR 72903-121-2-1-2/IR 73711-130-1-3-1//IR 64680-81-2-2-1-3","B3602",1,"9","29",20130608,88,118,110,20,9.9,2353,NA,2886,2465,NA,NA,3,3,1,"1","7","07-Oct",NA,0
